Name,Card Type,Attribute
Dragon Buster Destruction Sword,Monster Card,DARK
"Dragodies, the Empowered Warrior",Monster Card,LIGHT
Dragocytos Corrupted Nethersoul Dragon,Monster Card,DARK
"Draghig, Malebranche of the Burning Abyss",Monster Card,DARK
Dragon's Gunfire,Spell Card,Normal Spell Card
Dragon's Fighting Spirit,Spell Card,Quick-Play Spell Card
Dragged Down into the Grave,Spell Card,Normal Spell Card
Dragard,Monster Card,DARK
Dragon's Mirror,Spell Card,Normal Spell Card
Dragoness the Wicked Knight,Monster Card,WIND
Dragon Shield,Spell Card,Equip Spell Card
Dragonmaid Nudyarl,Monster Card,WATER
Dragonmaid Send-Off,Spell Card,Quick-Play Spell Card
Dragonmaid Sheou,Monster Card,LIGHT
Dragonmaid Lorpar,Monster Card,WIND
Dragoons of Draconia,Monster Card,FIRE
Dragonroid,Monster Card,WIND
Dragunity Arma Mystletainn,Monster Card,WIND
Dragonpulse Magician,Monster Card,EARTH
Earthshattering Event,Spell Card,Continuous Spell Card
Earthshaker,Trap Card,Normal Trap Card
Earthquake Giant,Monster Card,EARTH
Earthbound Whirlwind,Spell Card,Normal Spell Card
Earthquake,Spell Card,Normal Spell Card
Earthbound Wave,Trap Card,Counter Trap Card
Earthbound Spirit,Monster Card,EARTH
Earthbound Immortal Wiraqocha Rasca,Monster Card,DARK
Earthbound Immortal Uru,Monster Card,DARK
Earthbound Immortal Revival,Spell Card,Normal Spell Card
Earthbound Immortal Cusillu,Monster Card,DARK
Earthbound Immortal Ccarayhua,Monster Card,DARK
Earthbound Linewalker,Monster Card,DARK
Earthbound Immortal Ccapac Apu,Monster Card,DARK
Earthbound Immortal Chacu Challhua,Monster Card,DARK
The Earth - Hex-Sealed Fusion,Monster Card,EARTH
Earth Golem @Ignister,Monster Card,EARTH
Earth Chant,Spell Card,Ritual Spell Card
Earth Effigy,Monster Card,EARTH
Earthbound Immortal Aslla piscu,Monster Card,DARK
Earthbound Greater Linewalker,Monster Card,DARK
Earth Armor Ninja,Monster Card,EARTH
Earthbound Geoglyph,Spell Card,Field Spell Card
Eccentric Boy,Monster Card,WIND
Ebon Magician Curran,Monster Card,DARK
Ebon Illusion Magician,Monster Card,DARK
Ectoplasmer,Spell Card,Continuous Spell Card
Ecole de Zone,Spell Card,Field Spell Card
"Eco, Mystical Spirit of the Forest",Monster Card,EARTH
Eclipse Wyvern,Monster Card,LIGHT
Echo Oscillation,Trap Card,Continuous Trap Card
Eisbahn,Trap Card,Continuous Trap Card
Eidos the Underworld Squire,Monster Card,DARK
"Ehren, Lightsworn Monk",Monster Card,LIGHT
Ehther the Heavenly Monarch,Monster Card,LIGHT
Egyptian God Slime,Monster Card,WATER
Egotistical Ape,Monster Card,EARTH
Ego Boost,Spell Card,Quick-Play Spell Card
Effect Veiler,Monster Card,LIGHT
Electromagnetic Turtle,Monster Card,LIGHT
Electromagnetic Bagworm,Monster Card,LIGHT
Electro-Whip,Spell Card,Equip Spell Card
Electric Virus,Monster Card,LIGHT
Electric Snake,Monster Card,LIGHT
Electric Lizard,Monster Card,EARTH
Eldlixir of White Destiny,Spell Card,Quick-Play Spell Card
Electromagnetic Shield,Spell Card,Continuous Spell Card
Elemental HERO Chaos Neos,Monster Card,DARK
Elemental HERO Avian,Monster Card,WIND
Elemental HERO Burstinatrix,Monster Card,FIRE
Elemental HERO Captain Gold,Monster Card,LIGHT
Elemental HERO Bubbleman,Monster Card,WATER
Elemental HERO Brave Neos,Monster Card,LIGHT
Elemental HERO Blazeman,Monster Card,FIRE
Elemental HERO Bladedge,Monster Card,EARTH
Elemental HERO Nova Master,Monster Card,FIRE
Elemental HERO Neos Knight,Monster Card,LIGHT
Elemental HERO Neos,Monster Card,LIGHT
Elemental HERO Neos Alius,Monster Card,LIGHT
Elemental HERO Neo Bubbleman,Monster Card,WATER
Elemental HERO Necroshade,Monster Card,DARK
Elemental HERO Necroid Shaman,Monster Card,DARK
Elemental HERO Nebula Neos,Monster Card,EARTH
Elemental HERO Thunder Giant,Monster Card,LIGHT
Elemental HERO Terra Firma,Monster Card,EARTH
Elemental HERO Sunrise,Monster Card,LIGHT
Elemental HERO Tempest,Monster Card,WIND
Elemental HERO Stratos,Monster Card,WIND
Elemental HERO Storm Neos,Monster Card,WIND
Elemental HERO Steam Healer,Monster Card,WATER
Elemental HERO The Shining,Monster Card,LIGHT
Emblem of the Plunder Patroll,Spell Card,Equip Spell Card
Elephant Statue of Disaster,Monster Card,EARTH
Emblem of the Awakening,Spell Card,Ritual Spell Card
Emblem of Dragon Destroyer,Spell Card,Normal Spell Card
Elphase,Monster Card,WIND
Eliminating the League,Trap Card,Normal Trap Card
Elf's Light,Spell Card,Equip Spell Card
Elephun,Monster Card,EARTH
Enchanting Mermaid,Monster Card,WATER
"Endymion, the Magistus of Mastery",Monster Card,WATER
Endymion's Lab,Spell Card,Continuous Spell Card
End of the World,Spell Card,Ritual Spell Card
The End of Anubis,Monster Card,DARK
Encode Talker,Monster Card,LIGHT
Enchanting Fitting Room,Spell Card,Normal Spell Card
Endless Decay,Monster Card,DARK
Enma's Judgment,Trap Card,Normal Trap Card
Enlightenment Paladin,Monster Card,DARK
Enlightenment,Trap Card,Normal Trap Card
"Enishi, Shien's Chancellor",Monster Card,LIGHT
Engraver of the Mark,Monster Card,DARK
Enraged Battle Ox,Monster Card,EARTH
Enervating Mist,Trap Card,Continuous Trap Card
Energy Drain,Trap Card,Normal Trap Card
Energy Bravery,Monster Card,LIGHT
Enemy Controller,Spell Card,Quick-Play Spell Card
"Endymion, the Mighty Master of Magic",Monster Card,DARK
Energy-Absorbing Monolith,Trap Card,Normal Trap Card
"Endymion, the Master Magician",Monster Card,DARK
Empty Machine,Trap Card,Continuous Trap Card
Enchanted Javelin,Trap Card,Normal Trap Card
The Emperor's Holiday,Trap Card,Continuous Trap Card
Empress of Prophecy,Monster Card,LIGHT
Empress Mantis,Monster Card,WIND
Empress Judge,Monster Card,EARTH
Emperor Sem,Monster Card,LIGHT
Empowerment,Spell Card,Field Spell Card
Emperor of Prophecy,Monster Card,DARK
Emperor of Lightning,Monster Card,LIGHT
"Eria the Water Charmer, Gentle",Monster Card,WATER
Eria the Water Charmer,Monster Card,WATER
Erebus the Underworld Monarch,Monster Card,DARK
Eradicating Aerosol,Spell Card,Normal Spell Card
Eradicator Epidemic Virus,Trap Card,Normal Trap Card
ESP Amplifier,Spell Card,Quick-Play Spell Card
Escape of the Unchained,Trap Card,Normal Trap Card
Escher the Frost Vassal,Monster Card,WATER
Eva,Monster Card,LIGHT
Euler's Circuit,Spell Card,Field Spell Card
Etoile Cyber,Monster Card,EARTH
Eternal Soul,Trap Card,Continuous Trap Card
Evening Twilight Knight,Monster Card,DARK
Everliving Underworld Cannon,Spell Card,Continuous Spell Card
Evenly Matched,Trap Card,Normal Trap Card
Everlasting Alloy,Spell Card,Quick-Play Spell Card
Evil Eye Repose,Spell Card,Continuous Spell Card
Evil HERO Infernal Gainer,Monster Card,EARTH
Evil HERO Dark Gaia,Monster Card,EARTH
Evil HERO Adusted Gold,Monster Card,LIGHT
Evil Eye Retribution,Trap Card,Counter Trap Card
Evil HERO Malicious Edge,Monster Card,EARTH
Evil HERO Malicious Fiend,Monster Card,FIRE
Evil HERO Malicious Bane,Monster Card,DARK
Evilswarm Ouroboros,Monster Card,DARK
Evilswarm Salamandra,Monster Card,DARK
Evilswarm Ophion,Monster Card,DARK
Evilswarm Obliviwisp,Monster Card,DARK
Evilswarm O'lantern,Monster Card,DARK
Evilswarm Zahak,Monster Card,DARK
Evil★Twin Challenge,Trap Card,Normal Trap Card
Evilswarm Thunderbird,Monster Card,DARK
Evo-Singularity,Trap Card,Normal Trap Card
Evocator Chevalier,Monster Card,FIRE
Evo-Price,Spell Card,Continuous Spell Card
Evo-Miracle,Spell Card,Quick-Play Spell Card
Evo-Karma,Spell Card,Continuous Spell Card
Evolsaur Terias,Monster Card,FIRE
Evolsaur Pelta,Monster Card,FIRE
Evoltile Lagosucho,Monster Card,FIRE
Evolzar Dolkka,Monster Card,FIRE
Evolutionary Bridge,Trap Card,Normal Trap Card
Evolution Burst,Spell Card,Normal Spell Card
Evoltile Westlo,Monster Card,FIRE
Evolzar Laggia,Monster Card,FIRE
Execution of the Contract,Spell Card,Equip Spell Card
Execute Protocols,Trap Card,Continuous Trap Card
Exosister Arment,Spell Card,Quick-Play Spell Card
Exosister Kaspitell,Monster Card,LIGHT
Exosister Stella,Monster Card,LIGHT
Exosister Sophia,Monster Card,LIGHT
Exosister Pax,Spell Card,Quick-Play Spell Card
Exosister Mikailis,Monster Card,LIGHT
Exploder Dragonwing,Monster Card,DARK
Exploder Dragon,Monster Card,EARTH
Extra Buck,Trap Card,Continuous Trap Card
F.A. Auto Navigator,Monster Card,WIND
E☆HERO Pit Boss,Monster Card,LIGHT
The Eye of Truth,Trap Card,Continuous Trap Card
The Eye of Timaeus,Spell Card,Normal Spell Card
Eye of the Void,Trap Card,Normal Trap Card
F.A. Off-Road Grand Prix,Spell Card,Field Spell Card
F.A. Winners,Spell Card,Continuous Spell Card
F.A. Whip Crosser,Monster Card,WIND
Fabled Lurrie,Monster Card,LIGHT
Fabled Marcosia,Monster Card,LIGHT
Fabled Leviathan,Monster Card,LIGHT
Fabled Kushano,Monster Card,LIGHT
Fabled Krus,Monster Card,LIGHT
Fabled Miztoji,Monster Card,LIGHT
Fabled Grimro,Monster Card,LIGHT
Fabled Gallabas,Monster Card,LIGHT
Fabled Dyf,Monster Card,LIGHT
Fabled Dianaira,Monster Card,LIGHT
Fabled Ashenveil,Monster Card,LIGHT
Fabled Andwraith,Monster Card,LIGHT
FA.I.ghting Spirit,Spell Card,Normal Spell Card
F.A. Turbo Charger,Monster Card,WIND
F.A. Test Run,Spell Card,Quick-Play Spell Card
F.A. Shining Star GT,Monster Card,LIGHT
F.A. Sonic Meister,Monster Card,WIND
F.A. Pit Stop,Spell Card,Quick-Play Spell Card
F.A. Overheat,Trap Card,Normal Trap Card
F.A. Motorhome Transport,Monster Card,LIGHT
F.A. Hang On Mach,Monster Card,WIND
F.A. Downforce,Spell Card,Quick-Play Spell Card
F.A. Dead Heat,Trap Card,Continuous Trap Card
F.A. Dawn Dragster,Monster Card,LIGHT
Fabled Oltro,Monster Card,LIGHT
F.A. Dark Dragster,Monster Card,DARK
F.A. City Grand Prix,Spell Card,Field Spell Card
F.A. Circuit Grand Prix,Spell Card,Field Spell Card
Fabled Valkyrus,Monster Card,LIGHT
Fairy Dragon,Monster Card,WIND
Fairy Cheer Girl,Monster Card,LIGHT
Faith Bird,Monster Card,WIND
Fairy's Hand Mirror,Trap Card,Normal Trap Card
Fairy's Gift,Monster Card,LIGHT
Fairy Wind,Trap Card,Normal Trap Card
Fake Explosion,Trap Card,Normal Trap Card
Fallen Angel of Roses,Monster Card,EARTH
Familiar Knight,Monster Card,DARK
Falling Down,Spell Card,Equip Spell Card
Familiar-Possessed - Wynn,Monster Card,WIND
Fantastical Dragon Phantazmay,Monster Card,DARK
Fantastic Striborg,Monster Card,WIND
The Fang of Critias,Spell Card,Normal Spell Card
"Fandora, the Flying Furtress",Spell Card,Field Spell Card
A Feather of the Phoenix,Spell Card,Normal Spell Card
"Felis, Lightsworn Archer",Monster Card,LIGHT
Felgrand Dragon,Monster Card,LIGHT
Ferret Flames,Trap Card,Normal Trap Card
Feral Imp,Monster Card,DARK
Fenrir the Nordic Wolf,Monster Card,DARK
Fiber Jar,Monster Card,EARTH
Ferocious Flame Swordsman,Monster Card,FIRE
Fiend Scorpion,Monster Card,EARTH
Fiendish Rhino Warrior,Monster Card,EARTH
Fiendish Portrait,Trap Card,Normal Trap Card
Final Gesture,Spell Card,Normal Spell Card
Final Inzektion,Spell Card,Normal Spell Card
Final Geas,Trap Card,Normal Trap Card
Final Light,Spell Card,Normal Spell Card
Fire Ant Ascator,Monster Card,EARTH
Final Fusion,Trap Card,Normal Trap Card
Fire Hand,Monster Card,FIRE
Fire King Avatar Arvata,Monster Card,FIRE
Flamvell Commando,Monster Card,FIRE
Flamvell Baby,Monster Card,FIRE
Flamvell Counter,Trap Card,Counter Trap Card
Flamvell Archer,Monster Card,FIRE
Flame Viper,Monster Card,EARTH
Flame Tiger,Monster Card,FIRE
Flame Swordsman,Monster Card,FIRE
Flame Spirit Ignis,Monster Card,FIRE
Flame Ruler,Monster Card,FIRE
Flame Ogre,Monster Card,FIRE
Flame Manipulator,Monster Card,FIRE
Flame Ghost,Monster Card,DARK
Flame Dancer,Monster Card,FIRE
Flame Champion,Monster Card,FIRE
Flame Cerebrus,Monster Card,FIRE
Flame Bufferlo,Monster Card,FIRE
Flame Armor Ninja,Monster Card,FIRE
Flame Administrator,Monster Card,FIRE
Five-Headed Link Dragon,Monster Card,DARK
Five-Headed Dragon,Monster Card,DARK
Five Star Twilight,Spell Card,Normal Spell Card
Flamvell Dragnov,Monster Card,FIRE
Flash Assailant,Monster Card,DARK
Flawless Perfection of the Tenyi,Spell Card,Field Spell Card
Flashbang,Trap Card,Normal Trap Card
Flash of the Forbidden Spell,Spell Card,Normal Spell Card
Flelf,Monster Card,WIND
Flick Clown,Monster Card,DARK
Flight of the Harpies,,
Floowandereeze & Eglen,Monster Card,WIND
Floowandereeze & Toccan,Monster Card,WIND
Flower Cardian Cherry Blossom with Curtain,Monster Card,DARK
Flower Cardian Lightshower,Monster Card,DARK
Flower Cardian Lightflare,Monster Card,DARK
Flower Cardian Clover with Boar,Monster Card,DARK
Flower Cardian Pine,Monster Card,DARK
Flower Cardian Peony with Butterfly,Monster Card,DARK
Flower Stacking,Spell Card,Normal Spell Card
Fluffal Dolphin,Monster Card,WATER
Fluffal Octopus,Monster Card,WATER
Fluffal Mouse,Monster Card,EARTH
Fluffal Leo,Monster Card,EARTH
Fluffal Dog,Monster Card,EARTH
Fluffal Wings,Monster Card,LIGHT
The Flute of Summoning Dragon,Spell Card,Normal Spell Card
Flying Kamakiri 2,Monster Card,WIND
Flying Penguin,Monster Card,WATER
Follow Wing,Trap Card,Continuous Trap Card
Follow Wind,Spell Card,Equip Spell Card
"Folgo, Justice Fur Hire",Monster Card,DARK
Fog King,Monster Card,WATER
Foolish Return,Spell Card,Quick-Play Spell Card
Foolish Burial Goods,Spell Card,Normal Spell Card
Forbidden Droplet,Spell Card,Quick-Play Spell Card
The Forceful Sentry,Spell Card,Normal Spell Card
Fortissimo the Mobile Fortress,Spell Card,Field Spell Card
Fortissimo,Spell Card,Continuous Spell Card
Formula Synchron,Monster Card,LIGHT
Formud Skipper,Monster Card,LIGHT
Fortune Lady Earth,Monster Card,EARTH
Fortune Lady Dark,Monster Card,DARK
Fossil Dragon Skullgios,Monster Card,EARTH
Fossil Warrior Skull Bone,Monster Card,EARTH
Freezing Beast,Monster Card,WATER
Freed the Brave Wanderer,Monster Card,LIGHT
Free-Range Monsters,Trap Card,Normal Trap Card
Freed the Matchless General,Monster Card,EARTH
Frightfur Leo,Monster Card,DARK
Frightfur Kraken,Monster Card,WATER
Frightfur Repair,Spell Card,Normal Spell Card
"Frodi, Generaider Boss of Swords",Monster Card,WIND
Frontline Base,Spell Card,Continuous Spell Card
Frontier Wiseman,Monster Card,EARTH
Froggy Forcefield,Trap Card,Normal Trap Card
Friller Rabca,Monster Card,WATER
Frightfur Wolf,Monster Card,DARK
Frontline Observer,Monster Card,EARTH
Frozen Fitzgerald,Monster Card,WATER
Frost Blast of the Monarchs,Spell Card,Normal Spell Card
Frostosaurus,Monster Card,WATER
Frost and Flame Dragon,Monster Card,WATER
Frightfur Tiger,Monster Card,DARK
Frightfur Sheep,Monster Card,DARK
Frightfur Sanctuary,Spell Card,Continuous Spell Card
Frightfur Reborn,Spell Card,Normal Spell Card
Frightfur March,Trap Card,Counter Trap Card
Frightfur Sabre-Tooth,Monster Card,DARK
Frightfur Meister,Monster Card,DARK
Frightfur Patchwork,Spell Card,Normal Spell Card
Frightfur Jar,Trap Card,Continuous Trap Card
Frightfur Factory,Spell Card,Continuous Spell Card
Frightfur Fusion,Spell Card,Normal Spell Card
"Freya, Spirit of Victory",Monster Card,LIGHT
Frightfur Cruel Whale,Monster Card,WATER
Frightfur Daredevil,Monster Card,DARK
Frozen Rose,Spell Card,Quick-Play Spell Card
Frightfur Bear,Monster Card,DARK
Frenzied Panda,Monster Card,EARTH
Frightfur Chimera,Monster Card,DARK
Frequency Magician,Monster Card,LIGHT
Fuh-Rin-Ka-Zan,Trap Card,Normal Trap Card
Fruits of Kozaky's Studies,Trap Card,Normal Trap Card
Fukubiki,Trap Card,Normal Trap Card
Fuhma Shuriken,Spell Card,Equip Spell Card
Full-Force Strike,Spell Card,Normal Spell Card
Fuhma Wave,Trap Card,Normal Trap Card
Full Salvo,Trap Card,Normal Trap Card
Full House,Trap Card,Normal Trap Card
Fusion Guard,Trap Card,Counter Trap Card
Fusion of Fire,Spell Card,Normal Spell Card
Fusion Gate,Spell Card,Field Spell Card
Fusion Fright Waltz,Trap Card,Normal Trap Card
Fusion Parasite,Monster Card,DARK
Fusion Devourer,Monster Card,DARK
Fusion Tag,Spell Card,Normal Spell Card
Fusion Sword Murasame Blade,Spell Card,Equip Spell Card
Future Samurai,Monster Card,LIGHT
Gagaga Sister,Monster Card,DARK
Gadget Soldier,Monster Card,FIRE
Gadget Hauler,Monster Card,EARTH
Gadget Driver,Monster Card,EARTH
Gadget Arms,Monster Card,WATER
"Gadarla, the Mystery Dust Kaiju",Monster Card,WIND
Gagaga Samurai,Monster Card,EARTH
Gagaku-P.U.N.K. Wa Gon,Monster Card,EARTH
Gagagawind,Spell Card,Normal Spell Card
Gagagatag,Spell Card,Normal Spell Card
"Gaia Saber, the Lightning Shadow",Monster Card,EARTH
Gagaku-P.U.N.K. Crash Beat,Spell Card,Continuous Spell Card
Gagagigo the Risen,Monster Card,WATER
Gagagigo,Monster Card,WATER
Gaia the Magical Knight of Dragons,Monster Card,WIND
Galaxy Queen's Light,Spell Card,Normal Spell Card
Galaxy Satellite Dragon,Monster Card,DARK
Galaxy Dragon,Monster Card,LIGHT
Galaxy Cyclone,Spell Card,Normal Spell Card
Galaxy Mirror Sage,Monster Card,LIGHT
Galaxy Expedition,Spell Card,Normal Spell Card
Galaxy Knight,Monster Card,LIGHT
Galaxy-Eyes Full Armor Photon Dragon,Monster Card,LIGHT
Galaxy-Eyes Photon Dragon,Monster Card,LIGHT
Gallant Granite,Monster Card,EARTH
Galaxy-Eyes Cloudragon,Monster Card,LIGHT
Galaxy-Eyes Cipher X Dragon,Monster Card,LIGHT
Galloping Gaia,Spell Card,Field Spell Card
Gallis the Star Beast,Monster Card,EARTH
Galaxy-Eyes Solflare Dragon,Monster Card,LIGHT
Gandora the Dragon of Destruction,Monster Card,DARK
Gauntlet Launcher,Monster Card,EARTH
Gauntlet Warrior,Monster Card,EARTH
Gatling Dragon,Monster Card,DARK
Gather Your Mind,Spell Card,Normal Spell Card
Gateway to Dark World,Spell Card,Quick-Play Spell Card
Gateway to Chaos,Spell Card,Field Spell Card
Gateway of the Six,Spell Card,Continuous Spell Card
Gear Gigant X,Monster Card,EARTH
Geargiattacker,Monster Card,EARTH
Geargiauger,Monster Card,EARTH
Geargiarmor,Monster Card,EARTH
Geargiarsenal,Monster Card,EARTH
Geargiano Mk-III,Monster Card,EARTH
Geargiano Mk-II,Monster Card,EARTH
Gem-Armadillo,Monster Card,EARTH
Gem-Elephant,Monster Card,EARTH
Gem-Enhancement,Trap Card,Normal Trap Card
Gem Flash Energy,Trap Card,Continuous Trap Card
Gellenduo,Monster Card,LIGHT
Geira Guile the Cubic King,Monster Card,WIND
Geartown,Spell Card,Field Spell Card
Gearspring Spirit,Monster Card,DARK
Geargiagear,Trap Card,Normal Trap Card
Geargiaccelerator,Monster Card,EARTH
Geargia Change,Spell Card,Quick-Play Spell Card
Gearfried the Swordmaster,Monster Card,LIGHT
Geargiano,Monster Card,EARTH
Geargianchor,Monster Card,EARTH
Geargiagear Gigant XG,Monster Card,EARTH
Gearfried the Red-Eyes Iron Knight,Monster Card,DARK
Gazelle the King of Mythical Beasts,Monster Card,EARTH
Gazer Shark,Monster Card,WATER
Gateway Dragon,Monster Card,DARK
The Gates of Dark World,Spell Card,Field Spell Card
Gearfried the Iron Knight,Monster Card,EARTH
Gearbreed,Spell Card,Continuous Spell Card
Gear Golem the Moving Fortress,Monster Card,EARTH
Gatekeeper,Monster Card,DARK
Gate Blocker,Monster Card,EARTH
Gate Guardian,Monster Card,DARK
Gem-Knight Lady Brilliant Diamond,Monster Card,EARTH
Gem-Knight Iolite,Monster Card,EARTH
Gem-Knight Garnet,Monster Card,EARTH
Gem-Knight Fusion,Spell Card,Normal Spell Card
Gem-Knight Alexandrite,Monster Card,EARTH
Gem-Knight Prismaura,Monster Card,EARTH
Gemini Lancer,Monster Card,WATER
Geminize Lord Golknight,Monster Card,EARTH
Gemini Summoner,Monster Card,WATER
Gemini Soldier,Monster Card,WIND
Gemini Spark,Spell Card,Quick-Play Spell Card
Gemini Scorpion,Monster Card,EARTH
Gemini Trap Hole,Trap Card,Normal Trap Card
Generaider Boss Stage,Spell Card,Field Spell Card
Genex Ally Solid,Monster Card,DARK
Genex Ally Reliever,Monster Card,DARK
Genex Ally Powercell,Monster Card,DARK
Genex Ally Remote,Monster Card,DARK
Genex Ally Triforce,Monster Card,DARK
Genex Ally Triarm,Monster Card,DARK
Genex Furnace,Monster Card,FIRE
Genex Ally Duradark,Monster Card,DARK
Get Out!,Trap Card,Normal Trap Card
Ghost Belle & Haunted Mansion,Monster Card,EARTH
Ghost Beef,Monster Card,DARK
Getsu Fuhma,Monster Card,DARK
Get Your Game On!,Spell Card,Continuous Spell Card
Gernia,Monster Card,DARK
Ghost Gardna,Monster Card,DARK
Ghost Knight of Jackal,Monster Card,EARTH
Ghostrick Fairy,Monster Card,DARK
Ghostrick Mary,Monster Card,DARK
Ghostrick Dullahan,Monster Card,DARK
Ghostrick Doll,Monster Card,DARK
Ghostrick Mummy,Monster Card,DARK
Ghostrick Ghoul,Monster Card,DARK
Ghostrick Mansion,Spell Card,Field Spell Card
Ghostrick Nekomusume,Monster Card,DARK
